post id, post url, title, category, tags,  reply id, userid, reply
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,1,Triathlor,Hey everyone!Is the crankshaft pulley and harmonic balancer the same thing? I was looking at my drive belt and pulleys with the engine running yesterday and noticed the crankshaft pulley/harmonic balancer wobbling.Should I be worried or a little wobble is normal?17
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,2,Bing,I’ve had to replace several on my GMs. The balancer is packed with rubber that comes loose over time and causes a wobble. On one of mine it sheared the crank sensor and the car was dead. On another pretty new Buick it caused a leak from the front seal. So yeah  a wobble is not normal and the balancer needs to be replaced. Last time it cost me close to $500.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,3,Triathlor,I never knew this part could go bad. Never heard anyone replacing a balancer before either.Can a DIYer replace it? I know you need a pulley kit to take it off and put it back. What I mean is taking the bolt out of it without an impact  just using a breaker bar.I already ordered a balancer. I had lots of reward points that I didn’t use from Autozone  phew!
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,4,JoeMario, [ What I mean is taking the bolt out of it without an impact  just using a breaker bar. ] Triathior: If you don’t have an impact  you could remove the starter and use a large screwdriver or piece of hard wood as a wedge to block the flywheel/ring gear from moving. Then use a breaker bar on on the crankshaft bolt.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,5,Triathlor,Okay  I think I can try that.I got a question though  what do you think about the method of wedging the breaker bar against a solid metal part somewhere and using the starter to loosen the bolt? This way  I don’t have to remove anything.I read this is a method some mechanics use but I have also seen people going against this method.I can try renting a place where I can use an impact but I am trying to save some money.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,6,tom418,Triathlor: You mean like the fellow in this video?Go to the 2 minute mark to see it.Not sure I would try this. With my luck  the wrench handle would go flying all over the place
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,7,JoeMario,You could try using the starter to loosen the bolt  though I never liked that approach. The problem is the starter won’t help you when you need to tighten the bolt.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,8,Triathlor,Yep exactly this.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,9,Triathlor,Hum you are right.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,10,Triathlor,What about a strap wrench?
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,11,JoeMario, [ What about a strap wrench? ] You could try it. Some of the techniques in the video will likely work as well. It all depends on the torque value you need for the crank bolt.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,12,Bing,I’ve only pulled one off once when my timing chain went. I tried various ways to hold the thing like an improvised strap but nothing worked because the timing chain was off. I had to pull the pan anyway so I ended up wedging a block on the crank to hold it while I got the bolt off. I don’t think I would have had a problem with the timing chain intact but that was a GM.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,13,George_San_Jose1,I removed the crank pulley on my Corolla to change the timing belt using a diyer method which might apply in your case. To hold it still while I removed the crank bolt  I noticed there were two small holes 180 degrees apart on the face of the pulley. I made myself a sturdy wooden stick using plywood with two wood screws through it  that matched the spacing of the holes. Then I wedged that stick against the ground in an orientation to prevent the pulley from rotating. Crank bolt removed easy-peasy with a socket & breaker bar. There’s a tool called a “pin tool” you can buy that does that same thing. But my wooden stick home-made method worked fine for me.One thing to be careful about  when pulling the pulley from the crankshaft using a puller  first install the bolt back in-- but not tight – then use the head of the bolt to push on with the center of the puller. What you have to be careful about  remember to monitor the pulley while doing this  so that it doesn’t meet up with the head of the bolt. If that happens and you continue to pull on it with the puller something expensive will break.I’ve seen ideas in magazines where a diy’er – to remove the bolt – will remove the starter motor and wedge something against the flywheel teeth to hold the crankshaft steady also. Seems like that would work  but removing the starter motor is a pretty big job sometimes. (Just noticed this idea already posted above  sorry for the repeat.)For a quick tutorial on how the harmonic balancer works and ways it can fail  click below.http://www.agcoauto.com/content/news/p2_articleid/273 3
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,14,Triathlor,Thanks for the tip George. Is this the tool you are referring to?Apparently  removing to the starter motor is not as difficult as I thought. You can access it from above in a Mazda 6. That’s the flywheel ring gear exposed in the image below.I have lots of wood here that I can use for this. I can try your method. Thanks!
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,15,George_San_Jose1, [ Is this the tool you are referring to? ] Yes  that’s one version. For that tool to work the two holes it grabs obviously have to be present. Does your crank pulley sport those two holes? If so  that’s a good method for a diy’er.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,16,Triathlor,Hum  mine looks like this.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,18,Bing,Nothing like I’ve seen but if it wobbles  something is wrong-hope the crank isn’t bent. At any rate if it’s the six  Rockauto has a repair bushing for about $6  compared to $44 for the pulley. For some reason the one for the 4 is $170. That’s the extent of what I know. Maybe a mechanic can shed some light on it.
124071,https://community.cartalk.com/t/harmonic-balancer-crankshaft-pulley-wobble/124071,Harmonic Balancer/Crankshaft pulley wobble?,Maintenance/Repairs,||mazda6||mazda||,19,Triathlor,Thanks Bing. I am curious  what can damage a crankshaft?
124736,https://community.cartalk.com/t/1994-ford-ranger-3-0-v6/124736,1994 Ford Ranger 3.0 V6,Maintenance/Repairs,||ranger||ford||,1,bigbuck,I recently replaced the ICM (2 months ago) after replacing a bunch of other ignition parts to get my ranger going  it ended up being the ignition module. Now I have the same problem as I did before (crank no start). I figured the ICM over heated so I got a new one since i have a lifetime warranty and replaced that right away but didn’t help this time i put the dielectric grease on it which you are supposed to do. No just have to get it up and running again. Would burning up the ICM cause the ignition coil to go bad  I’m thinking I may have to replace that again? Any suggestions?3
124736,https://community.cartalk.com/t/1994-ford-ranger-3-0-v6/124736,1994 Ford Ranger 3.0 V6,Maintenance/Repairs,||ranger||ford||,2,Tester,A bad distributor pick-up coil can cause a no-start condition.https://www.rockauto.com/en/moreinfo.php?pk=49739&cc=1137912&jsn=461Tester
124736,https://community.cartalk.com/t/1994-ford-ranger-3-0-v6/124736,1994 Ford Ranger 3.0 V6,Maintenance/Repairs,||ranger||ford||,3,bigbuck,That was one of the parts I replaced 2 months ago  also replaced the ignition switch  ignition coil  rotor  I will have to check to make sure the rotor is still spinning to make sure the gear is not sheared  and check my fuses. But it was running fine before I shut it off went to start it about 30 min later and would just sit and crank  that’s why I think the ICM got to hot and then possibly shorted out the ignition coil as well. I am going to test the ignition coil for a spark today after work.
124736,https://community.cartalk.com/t/1994-ford-ranger-3-0-v6/124736,1994 Ford Ranger 3.0 V6,Maintenance/Repairs,||ranger||ford||,4,bigbuck,ended up being the ICM however had to unplug the EEC Relay and plug it back in to reset the computer  started up like a charm after that. bigbuck over and out
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,1,Jirradia,Hi  I’m still new to car modding and I have a small project going around at the moment. I bought an instrument cluster that fits my car but from a newer model  just to clear things out it fits with same harness but since this cluster is from a newer car it seems to not work. I looked up wiring diagram on google but with no avail. I need help with tricks to find basic features like RPM  speedo  fual  and engine temp.Note: I opened the cluster and looked for the positive and negative terminal on the PCB but they are not printed.Any help is appreciated.40
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,2,Tester, [ I bought an instrument cluster that fits my car but from a newer model ] Why are you even asking this question?You don’t provide the year of your vehicle  nor the year of the vehicle that replacement instrument cluster came out of.And you expect us to provide a resource for a wiring diagram?Tester
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,3,It_s_Me,With today’s computer controlled cars  switching instrument clusters from one year to another usually isn’t possible.And when it is possible  You usually have to take it into the dealer so they can reprogram the computer to the new cluster.This is mainly done to keep people from putting low mileage clusters into high mileage cars.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,4,Jirradia,I think the signal would be similar if not the same for every car. And to answer your question my car is 2007 and the cluster is from 2011. They have same plugs but the newer one has more features. I need to know how to look for signals form RPM and other gages.Thank you.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,5,db4690,You’re going to have to fork over some money if you want the wiring diagramGo to the hyundai technical information website and pay the fee for 2-3 days of access to all the information you want
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,6,Jirradia,I don’t think my 2007 elantra that advanced. I tested a different cluster for 2009 or 2010 and it worked perfectly but it doesn’t have the engine temp gauge like my old cluster from 2007.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,7,Jirradia,Interesting idea  but in the mean time I think I could manage with trial and error. Also there are only 2 harness that goes into the cluster and both have 24 pins each.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,8,It_s_Me, [ I don’t think my 2007 elantra that advanced. ] Maybe not  but the 2011 cluster is.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,9,db4690,I hope you don’t short out something or cause an electrical fire
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,10,Jirradia,Then why the one from 2009 or 2010 worked?
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,11,Jirradia,That’s why I’m looking for something to catch the signal. And know which one is for which gauge.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,12,db4690,Is it a money issue?Car manufacturers typically only charge $20-25 to acess their information websites for 2-3 daysAnd it’ll eliminate any guessworkinformation is considered a commodity nowadaysIf you google it  your google hit will almost certainly produce thousands of wiring diagrams which have absolutely nothing to do with a 2011 hyundai elantra instrument cluster. It’ll be like looking for a needle in a haystack. Google is sometimes good  but not when looking for wiring diagrams
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,13,Tester,You’ve never heard of CAN bus?A Controller Area Network (CAN bus) is a robust vehicle bus standard designed to allow microcontrollers and devices to communicate with each other in applications without a host computer. It is a message-based protocol  designed originally for multiplex electrical wiring within automobiles to save on copper  but is also used in many other contexts. Development of the CAN bus started in 1983 at Robert Bosch GmbH. The protocol was officially released in 1986 at the Society of Automotive Engineers...Tester
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,14,Jirradia,Money is partially an issue  but I’m feeling that I could manage to understand without paying. I already installed another cluster form a newer car so I’m taking my chances with this  maybe later on if nothing worked I’ll go with the diagrams.Google didn’t help at all. I was so specific and that usually don’t present any results.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,16,It_s_Me, [ Then why the one from 2009 or 2010 worked? ] because the 2007 to 2010 are the same.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,17,Jirradia,They are not. The old cluster had a temp gauge. The 2010 didn’t which is annoying.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,18,Tester, [ I installed another cluster from a newer model 09 or 10 ]  [ and the cluster is from 2011. ] ???Tester
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,19,db4690,Is there a reason why you’re changing the cluster in the first place . . . ?!
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,20,Jirradia,The 2011 look exactly like my car. They changed the look of the elantra in 2012. Why would they change it the in the last year before the all new model?Edit. It brock on me and I tried fixing it but most electrition says I have to change it. I looked in junk yards for same model but I didn’t find it or they asked for lot. I was on a hurry and most of the cheap one are from 09 and 10 because they don’t have the temp gauge. I had the new one for 8 months probably but I’m not comfortable with not having a temp gauge.
123347,https://community.cartalk.com/t/defining-wires-on-insturment-cluster/123347,Defining wires on insturment cluster,Maintenance/Repairs,||elantra||hyundai||,21,Tester, [ I’m changing because the new one is much better looking. And the most important is it has a temp gauge. ] And I bet the old instrument cluster had a temp LIGHT.Tester
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,1,Bobbi06,can I use regular gas in my 2014 BMW 228I without problems? Its a 228i but not listed in your drop down menu??5
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,2,Mustangman,If the owners manual or the sticker inside the fuel door says “Premium Fuel Only” then no  you can’t use regular. If it says “Premium Fuel Recommended” then yes you can use regular. Easy.
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,3,Manolito,Check the fuel fill door to see what it says.Inside the fuel fill door on my wife’s 2013 328i  it says “Premium Fuel  89 octane minimum” (around here  89 is actually ‘midgrade’). The wifemobile has a naturally aspirated 6 cyl engine while you have a different engine. Yours is a 4 cyl engine with a turbocharger.My experience with BMWs is that my two 1997 328s would burn anything you put in them. They just retarded the timing and ran smoothly with regular fuel (albiet with slightly less power).My two 2004 BMWs were more particular. If I put regular or midgrade in them  they kept trying to readjust back to normal timing every time there was no load  and then pinging for a split second and adjusting back whenever I accelerated. I therefore settled on premium.In the 2013 328i  the wife has never used anything but premium.If you drive a BMW  the cost of fuel is the least of your worries.
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,4,PvtPublic,If you are thinking of pinching pennies on the fuel cost  you really should reconsider owning a BWM. the cost of BMW ownership only skyrockets from there.
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,5,jtsanders,Page 107 of the owner’s manual states that 91AKI is highly recommended  but gasoline with an AKI as low as 87 is acceptable. So  yes  you can use regular gasoline if you want to. The manual also says that you may hear knock on hot starts  but it will not damage the engine.
124967,https://community.cartalk.com/t/2014-bmw-128-can-i-use-regular-gas/124967,2014 BMW 128 - can I use regular gas?,Maintenance/Repairs,||bmw||,6,BillRussell,“owner’s manual states that 91AKI is highly recommended” given that  you may get reduced MPG with regular  which would negate any savings. I’d stick with 91 or higher.
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,1,Cholly_Olly,I have a two year old car with leather seats. Everything is in good shape but I want to keep it that way. My previous car had leather seats but after 15 years the leather split in places  wore through in others.What is a good leather maintenance I can use to keep the seats in good shape? I remember a few years ago  someone posted about a good product that you slather all over the seats in hot weather and let bake in the sun over a weekend. Since we are now in August  that might be timely. However  something else may be better.I’m all ears!6
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,2,Bing,Just saddle soap and conditioner or brands like Lexol  Mothers  Meguires. They all seem to be pretty much the same except some really stink. The idea is to just clean them and don’t let them dry out. The thing is though  just like shoes  leather does wear out  and thread does deteriorate. 15 years though is a little early.
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,3,VOLVO_V70,This is not hard to do. You can just go to Wally World and look at the car care section and almost any of the leather care products will work just fine. You can also use your search engine and see videos ( more than you can watch in a lifetime ) .
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,4,thegreendrag0n,It depends on the leather color  as caring for the black one can be more brutal than light-colored onesthe black one allows reviving quite a worn pieces with partial re-coloring  using something likeDesigned for black leatherCleans  conditions  preserves  re-dyes and waterproofs all of your black leather  vinyl  plastic  canvas and rubberContains actual leather dye Restores anything blackExcellen ...you do not get many options for the tan or beige colors  you really have to care for them the proper wayI’m not talking about re-dyeing / re-painting  which is always the option for the heavily-worn pieces  I did it before  but it’s better to keep what you have  as with re-paining your results will varyLexol  Mothers  Meguires all work great  my personal preference goes to Lexolfor really good results  it’s better to avoid products having cleaner and conditioner in one  separate cleaner/conditioner simply work better and are must for the light-colored leather types  not as important for the blacks
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,5,GorehamJ,I have had good luck with Griot’s products (shown here in this article from our partner publication). Start with interior cleaner  then wipe with a water- moist cloth. Give it a few minutes to dry then
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,6,jtsanders,What classes of products should be avoided for perforated leather?
123901,https://community.cartalk.com/t/leather-seat-maintenance/123901,Leather seat maintenance,Maintenance/Repairs,||edge||ford||,7,GorehamJ,Good point. I’d guess the gunky type  but Griot’s is pretty viscous and it worked well on the perforated leather in my car.
124426,https://community.cartalk.com/t/how-risky-is-rust-on-a-2000-chevrolet-cavalier/124426,How risky is rust on a 2000 Chevrolet Cavalier?,Maintenance/Repairs,||chevrolet||cavalier||,1,DonWishniewsky,How much of a safety concern is the rust on the underside frame of my 2000 Chevy Cavalier?3
124426,https://community.cartalk.com/t/how-risky-is-rust-on-a-2000-chevrolet-cavalier/124426,How risky is rust on a 2000 Chevrolet Cavalier?,Maintenance/Repairs,||chevrolet||cavalier||,2,pyrolord314,Big  rust is always deeper than you can see. If it’s on your car’s frame  that means your frame will not provide the best protection in case of an accidentEdit: how did I finish typing before @Mustangman???
124426,https://community.cartalk.com/t/how-risky-is-rust-on-a-2000-chevrolet-cavalier/124426,How risky is rust on a 2000 Chevrolet Cavalier?,Maintenance/Repairs,||chevrolet||cavalier||,3,Mustangman,Without seeing pictures of where the rust IS  that is impossible to answer. If you had it in a shop and they told you it was serious  believe them. But get a second shop’s opinion.
124426,https://community.cartalk.com/t/how-risky-is-rust-on-a-2000-chevrolet-cavalier/124426,How risky is rust on a 2000 Chevrolet Cavalier?,Maintenance/Repairs,||chevrolet||cavalier||,4,VOLVO_V70,Rust and Icebergs have the same appearance. You only can see about 1/3 of it. Take this to a body shop ( they are now called Collision Centers ) and get a real assessment instead of web guesses from people who cannot see the vehicle. This is a safety problem for you and people who share the road with you.
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,1,Allan07,I bought a new 2018 Hyundai Kona AWD and I love it but have a question  At highway speeds the tires seem excessively loud. Any suggestions on how to quiet it down? PS I couldn’t identify the car correctly as it  “KONA” isn’t listed…10
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,2,Mustangman, [ Any suggestions on how to quiet it down? ] Replace the tries with another model with better noise ratings. Research which brand and model from TireRack.com and/or Consumer reports and compare them with the tires you currently have.Hope you are OK with spending $800 to $1200 for a new set of tires on a brand new car that may have little to no effect on the noise. Harsh  sure  but there is no “silver bullet” for this problem in ANY car.
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,3,Allan07,sure not what I wanted to hear  but thanks for that info.Allan
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,4,Mustangman, [ sure not what I wanted to hear ] No one ever does. Whether that that pun was intentional or not  Good Job!
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,5,lion9car,You didn’t bother to tell us what tires you have  so it’s going to be hard to offer much help.
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,6,Cavell,we bought a new car and it came with bridgestones which i did not like. the car sitting on lot next to it had michelins which i did like. both had steel wheels so it was not like a steel/alloy or lx vs ex model issue. i wish i would have said swap them and we have a deal. but no and of course the bridgestones were awful in the snow. which is annoying in mn.
124099,https://community.cartalk.com/t/2018-hyundai-kona-tires-are-loud/124099,2018 Hyundai Kona tires are loud,Maintenance/Repairs,||hyundai||,7,VOLVO_V70,As Lion said the present tires were not named and also the location of the poster . I doubt if different tires would really make a big difference .
